@relation letterRecog-weka.filters.unsupervised.attribute.DMI-D2-N-1-F0.25-E-1-I-1-L1.0E-4

@attribute feat1 numeric
@attribute feat2 numeric
@attribute feat3 numeric
@attribute feat4 numeric
@attribute feat5 numeric
@attribute feat6 numeric
@attribute feat7 numeric
@attribute feat8 numeric
@attribute feat9 numeric
@attribute feat10 numeric
@attribute feat11 numeric
@attribute feat12 numeric
@attribute feat13 numeric
@attribute feat14 numeric
@attribute feat15 numeric
@attribute feat16 numeric
@attribute Class {A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z}

@data
4,8,6,6,5,6,7,6,6,7,9,9,3,10,5,8,T
6,11,5,6,2,5,10.334937,3,7,13,7,5,2,8,4,4,T
2,3,3,2,1,6,7.699852,6,6,7,9,9,3,9,0,8,V
2,3,3,2,2,7,7.098271,1,7,10,5,9,1,8,4,9,E
9,9.029097,9,7,9,4,10,2,3,9,8,8,8,11,2,6,W
6,9,8,7,5,7,9,6,5,7,6,6,7,8,3,8,N
2,1,2,2,1,8,7,6,5,7,7,8,2,9,8,8,S
5,5,6,8,3,7,7.149798,4,15,9,6,8,0,8,8,8,Z
7,9,8,6,4,4,9.902169,1,7,10,11,6,2,11,4,3,Y
4,8.847415,5,8,3,8,6,9,7,6,5,9,3,8,4,8,Q
3,7.307489,5,6,4,6,9,3,4,8,7,7,4,10,8,9,F
4,8.410611,6,7,4.478873,5,8,6,6,8,8,15,3,10,4,9,C
4,8,6,6,4,8,3,2,2,6,2,7,2,6,2,7,A
4,2,5,3,4,9,6.505234,6,4,6,7,6,9,6,3,6,M
3,10,4,7,2,7,7.877261,0,8,13,6,7,0,8,1,7,I
3,4,5,7,2,5,8,7,10,6,7,12,1,7,4,8,C
2,6.902356,4,6,1,8,8,4,2,7,13,8,3,9,0,8,V
2,3,3,1,1,8,7,7,5,7,6,8,2,8,3,8,O
6,7,8,9,8,9,8,6,5,9,3,6,3,5,8,7,Z
4,8,5,6,2,7,7.212132,8,8,7,6,7,3,8,4,8,Q
2,0,2,1,0,3,13,5,2,11,8,5,0,8,2,7,F
6,10,7,8,6,8,7.081689,9,5,5,5,5,5,8,5,8,O
5,11,7,8,7,8,7,3,5,6,7,6,4,10,11,9,X
6,8,7,7,8,6,7,2,5,8,7,10,4,10,8,6,X
1,3,2,2,1,6,8,4,6,11,8,12,1,10,3,8,C
4,9,6,7,4,9,7,6,5,6,6,4,5,8,2,5,N
3,3,4,4,2,7,7.042244,14,1,7,5,8,3,8,0,8,H
3,6.284559,5,5,3,8,8,4,1,7,8,8,8,10,0,8,W
6,8,8,6,4,3,9,3,7,11,11,11,4,7,4,5,K
2,3,3,2,2,9,7,4,6,10,4,6,2,8,2,8,D
9,13,8,7,5,8,7.325555,4,6,9,5,5,4,9,6,5,Y
6,11,6,8,3,4,9,9,2,7,3,11,4,8,2,11,K
3,7,5,5,6,7,8,6,4,6,6,8,5,8,7,9,M
4,3,5,4,2,7,6,8,8,6,5,7,3,8,4,8,O
5,7,6,8,7,7,9,5,5,7,6,8,4,8,8,7,F
8,14,7,8,5,6,7,5,6,9,6,6,5,8,7,4,D
2,2,3,3,2,8,8,6,2,5,7,9,2,9,5,10,Q
1,11,0,8,0,7,7,4,4,7,6,8,0,8,0,8,I
5,9.098284,6,7,6,8,6,6,5,6,7,8,8,6,2,7,M
5,8.727043,6,8,2,5,7,7,11,7,6,13,1,9,4,8,C
3,5,4,6,3,8,6,6,4,9,6,9,3,9,4,8,Q
2,1,4,3,1,7,12.381306,2,3,7,11,9,2,10,1,8,V
4,6.115723,3,4,2,6,9,5,3,8,5,6,4,9,5,8,O
3,3,3,4,2,5,7,9,8,6,5,5,3,8,4,8,D
6,5,7,8,4,8,7,13,2,7,9,8,9,6,0,8,M
3,3,5,4,1,9,9,3,1,5,13,8,2,10,0,8,Y
5,9,4,4,3,6,7.510649,6,4,9,8,9,4,9,4,8,O
5,10,8,8,11,9,7.329499,5,5,7,6,6,5,8,11,6,D
7,11,7,8,5,7,6.607428,7,7,10,7,13,3,8,5,7,G
1,4,2,3,1,7,3.526263,1,6,8,2,10,0,7,2,8,L
4,8,5,6,5,7,7,5,7,7,6,5,6,8,3,7,D
6,7,6,5,4,3,10,3,3,10,10,8,7,10,2,7,W
3,5.178141,4,4,2,4,4,4,9,2,1,7,0,7,1,6,L
7,13.628473,7,8,5,10,5,2,5,9,4,8,6,8,6,9,R
2,3.326334,3,3,3,7,7,6,6,7,6,5,2,8,2,7,D
11,14,9,8,4,4,3,5,5,4,7,7,6,6,2,6,U
3,7,3,5,2,3,14,7,2,12,7,3,0,10,4,8,P
3,5,4,3,1,4,11.399102,4,4,11,11,7,2,11,1,8,V
1,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8,J
3,5,3,3,2,8,6.979623,5,10,6,6,7,2,8,7,8,Z
6,10.240001,9,8,8,8,8,3,5,7,7,8,5,8,4,5,A
3,4,4,6,3,6,7.446165,9,8,7,5,7,2,8,9,10,B
5,6,7,7,6,7,7.99377,4,5,8,6,8,4,10,7,6,F
7,9,6,4,5,9,7,3,5,9,4,7,7,5,7,8,B
5,9,7,7,8,10,6,2,4,9,5,6,6,9,5,7,F
5,7.113033,7,5,4,10,8,4,6,10,1,4,5,9,1,7,N
5,8.800639,6,7,5,8,6,8,7,8,4,10,4,9,5,6,O
2,3,3,4,2,8,7.532405,6,1,5,7,10,2,10,5,10,Q
8,14.872604,7,8,4,8,2,3,2,8,5,12,5,4,5,5,A
4,7,4,4,2,6,7.962636,8,3,7,4,8,3,7,6,11,R
5,7,8,5,6,5,8.052542,3,6,10,8,8,3,8,3,6,H
3,4,4,7,2,9,8,6,9,4,6,7,0,7,9,8,S
4,10,5,8,4,7,7,12,2,7,9,8,8,6,0,8,M
3,7,4,5,2,6,12,2,7,8,11,8,1,11,1,7,T
5,7,5,5,4,4,10,3,2,9,8,7,6,11,2,6,W
3,7.289059,5,6,2,6,9,4,1,8,12,8,2,10,0,8,V
3,5.305777,4,4,3,6,8,5,10,7,7,10,1,9,7,8,Z
3,7,3,5,1,1,1,5,5,0,1,6,0,8,0,8,L
4,7,6,9,7,6,8,5,2,8,7,6,9,12,7,8,P
2,5,4,3,2,7,7,2,9,11,6,8,1,8,5,8,Z
4,11,5,8,3,7,14,0,5,7,10,8,0,8,0,8,T
4,8,6,6,4,9,8,2,6,13,5,6,1,10,2,9,P
6,8.673497,6,7,3,3,11,3,4,10,12,8,2,10,1,8,V
5,5,6,7,3,5,8,10,9,7,7,5,3,8,4,8,D
4,2,5,4,4,9,7,6,6,7,6,6,3,8,3,7,H
2,3,3,1,1,6.542786,7,1,6,10,7,10,3,8,2,8,K
4,8,5,6,2,7,7.192533,4,14,9,6,8,0,8,8,8,Z
1,4,1,3,0,8,7,0,7,13,6,8,0,8,0,8,I
3,6.260043,4,5,2,4,13,8,2,11,6,3,1,10,4,8,P
5,9,7,7,6,9,6,1,6,9,3,8,3,7,4,10,K
6,9.685183,5,5,3,8,7,5,6,10,4,7,4,7,5,8,G
1,0,2,1,1,8,7,6,3,6,6,9,2,8,3,8,Q
5,10,5,8,5,6,7,9,8,6,4,6,3,8,3,8,D
2,6,3,4,3,7,7.040586,4,7,7,5,8,3,8,5,10,E
9,14,6,8,3,11,4.527918,5,5,12,3,8,3,7,5,10,L
6,11,6,6,4,6,7.452138,4,7,10,6,7,5,8,6,5,D
4,7,5,5,4,7,6.914002,1,6,10,5,10,3,8,4,9,K
7,11,5,6,3,6,7,5,4,7,4,7,5,8,5,7,O
3,5,4,7,2,0,14,4,4,12,11,6,0,8,2,6,F
3,2,4,3,2,6,8,5,7,7,10,9,3,9,1,8,V
1,1.356116,2,1,1,5,11,7,2,10,6,4,1,9,3,8,P
4,7.986459,4,6,4,3,6,5,9,7,7,14,0,8,6,9,E
1,0,2,1,0,8,7,6,3,6,6,9,2,8,3,8,Q
4,11,5,8,3,7,7.497209,0,7,13,6,8,0,8,1,8,I
4,6,5,4,3,8,7,8,4,7,6,5,3,8,3,7,O
2.745417,5.041106,3,4,2,7,6,14,2,7,8,8,3,8,0,8,H
7,15,7,8,6,10,6,4,5,10,4,7,7,6,8,9,B
2,2,4,3,2,7,12,2,3,7,11,9,2,10,1,8,V
1,3,2,2,0,9,5.292843,2,5,14,6,10,0,7,0,7,J
5,9,6,6,3,7,10,15,2,7,3,8,3,8,0,8,H
5,9,7,7,8,7,6,3,6,7,7,11,4,9,8,7,E
2,3.740029,3,3,2,9,6,4,5,10,4,5,2,8,2,8,D
5,11,8,8,11,9,6,4,4,6,7,7,11,8,5,7,U
4,4,5,6,3,5,6,10,9,5,5,5,3,8,4,8,D
6,11,6,6,3,11,3.778558,4,5,12,2,8,5,7,3,10,D
3,6.407151,5,5,5,8,8,4,5,7,5,6,4,8,5,8,B
2,4,4,3,2,9,6.684739,3,5,10,4,6,3,7,3,8,D
7,11,9,8,7,10,10.448457,5,1,6,10,7,10,12,2,5,W
3,6,5,4,2,9,2,2,2,7,1,8,2,7,3,7,A
5,9.984774,7,8,8,7,6,4,3,7,7,7,7,11,5,6,P
3,7,4,5,3,7,6,11,4,7,12,8,3,9,0,8,U
2,5,4,4,3,9,6,4,6,10,4,6,2,8,3,8,D
2,3,4,2,2,8,8,3,3,12,4,5,1,9,2,8,P
4,5,6,7,7,6,10.566014,5,3,7,7,6,7,12,6,9,P
4,8.926663,6,7,6,6,6,3,4,8,7,11,6,9,3,9,C
6,13,5,7,4,7,7.531375,4,4,11,5,9,3,9,8,11,E
4,8,5,6,4,6,7.578644,9,7,7,6,7,2,8,9,9,B
3,6,4,4,2,3,8.100641,5,7,11,11,11,1,8,2,7,C
6,8,6,9,8,8,7,6,3,8,8,10,3,8,6,8,Q
8,15,5,8,3,7,7.244663,6,6,9,6,6,4,10,5,9,O
3,7.224723,5,6,1,7,15,1,6,7,11,8,0,8,0,8,T
4,9,5,7,4,9,11,3,7,5,11,8,2,12,1,8,T
3,8,4,6,4,7,8,5,9,7,6,9,1,9,7,7,Z
1,6,2,4,1,7,7,1,8,7,6,8,0,8,3,8,I
3,5,4,4,4,6,8,4,7,7,7,9,3,10,6,7,T
8,12,6,6,4,9,6,5,6,11,4,9,6,7,7,10,B
6,12,6,7,4,6,9.483125,3,5,13,6,3,3,10,5,6,P
2,3,2,2,1,4,8,4,6,11,9,11,1,9,2,7,C
1,0,2,1,0,6,7.660292,7,6,6,6,6,2,8,3,8,D
7,11.700177,10,8,8,4,8,1,7,10,8,10,3,8,4,7,K
8,14.07065,7,8,6,8,5,4,3,8,6,8,4,9,8,8,G
10,11,10,8,7,1,11,3,3,11,11,9,8,10,1,7,W
1,0,2,1,0,7,9,3,2,7,12,8,2,10,0,8,V
3,8.284664,6,7,5,7,6,2,6,7,5,8,3,6,7,7,X
4,10,5,8,5,7,7.392789,6,7,7,7,5,6,8,3,7,D
4,10,5,7,5,7,8,5,9,7,6,9,1,9,7,7,Z
5,5,6,7,2,7,4,14,6,7,15,8,3,9,0,8,U
2,0.201164,2,0,0,7,10,3,1,7,12,8,1,11,0,8,Y
4,9,6,7,6,7,8,3,7,7,6,8,1,9,12,5,Z
4,8,6,6,5,8,6,2,4,9,6,8,7,6,2,8,M
1,3,2,2,1,7,8,5,4,7,6,6,4,9,1,5,N
3,7,4,5,3,6,7,8,6,7,6,6,2,8,9,10,B
1,3,2,2,1,6,9.340218,2,4,13,7,6,1,9,1,8,F
2,3,4,2,1,6,10.118718,2,5,13,6,4,1,9,1,7,F
5,8,6,6,5,4,11,4,5,11,9,4,0,10,4,7,P
2,1,3,2,1,6,7,6,10,7,6,14,0,8,4,9,C
4,9,6,8,5,8,7.206154,4,5,7,6,8,3,8,8,11,L
2,1,2,3,1,4,4,4,6,2,2,6,0,7,1,6,L
2,4,3,3,2,8,6.938995,4,5,9,4,5,2,8,2,8,D
3,7.913419,4,7,2,7,6,6,10,5,7,10,0,9,9,8,S
4,6.575409,6,5,5,8,8,4,6,7,6,8,3,9,8,8,J
3,2,5,3,2,6,2,2,2,5,2,8,2,6,2,6,A
4,9,5,7,4,6,8,9,7,7,5,7,2,8,9,10,B
6,11,9,8,12,7,5,3,3,8,5,8,4,8,15,8,S
4,6,5,4,2,8,8,4,8,11,8,7,2,10,5,6,S
5,6.114338,8,4,4,7,6,3,5,9,7,8,7,5,2,8,M
6,11,8,9,5,5,7.832885,6,7,7,9,10,3,9,1,8,U
8,15,8,9,5,7,4,3,4,12,7,11,4,7,7,8,L
7,11,6,6,3,11,2,3,1,9,4,11,4,4,4,9,A
5,10,8,8,9,6,8.369136,3,2,8,6,6,3,8,11,2,S
5,9,8,7,10,8,6,4,4,6,7,8,11,9,6,8,U
5,6,6,4,3,3,9.19999,2,7,11,11,6,1,10,2,4,Y
1,2,2,3,1,10,6,2,6,12,4,8,0,7,1,7,J
8,10,8,7,3,3,11,5,5,12,12,7,3,10,1,8,V
5,6,8,4,5,7,6,2,5,9,7,8,8,6,2,8,M
6,9.67233,6,7,4,6,8,7,8,13,8,10,2,11,3,7,C
3,4.746824,5,3,2,8,9,2,7,13,5,5,2,9,3,8,F
1,0,1,0,0,7,7,5,7,7,6,14,0,8,4,10,G
2,7,4,4,1,8,14,1,6,6,11,8,0,8,0,8,T
1,0,2,1,1,6,7,8,6,7,6,6,2,8,3,8,D
5,8,6,6,5,7,6,9,5,5,4,5,5,7,4,10,N
6,11,4,6,2,7,10,6,3,8,10,5,5,12,3,8,V
6,9.984063,5,4,2,11,3,3,1,9,4,11,4,5,4,9,A
4,8,5,10,6,8,6,8,5,5,6,8,4,9,7,11,Q
4,5,5,7,3,9,6.750975,8,6,5,8,10,3,8,5,9,Q
3,5,3,3,2,5,12,5,6,11,9,3,1,10,3,5,R
2,3,3,2,1,6,10.365827,3,5,12,7,4,1,9,1,7,F
2,4,4,3,2,8,3.267758,2,2,7,2,8,2,6,2,7,A
3,9,5,7,4,12,3,2,2,10,2,9,2,6,3,7,A
6,10,8,8,7,8,6.60473,6,6,6,5,7,3,6,6,9,R
5,7,7,5,5,7,8,1,8,11,6,9,3,8,4,9,E
6,11,8,8,8,8,8,6,6,9,5,4,6,9,5,10,D
3,3.090675,4,3,3,8,6,5,3,7,7,9,9,5,1,8,N
3,6,4,4,4,6,7,3,6,6,5,9,3,8,4,9,K
4,7.957469,5,11,7,8,6,8,4,5,6,7,4,8,6,10,Q
2,2,3,3,2,8,7,6,2,6,6,9,2,9,3,10,Q
3,9,5,7,4,7,7,3,8,5,7,9,3,8,6,8,X
2,6,2,4,1,0,1,5,6,0,0,6,0,8,0,8,L
4,11,7,8,6,10,3,1,2,8,3,9,5,5,3,7,A
3,9,5,6,2,6,5,3,1,6,1,8,2,7,2,7,A
3,4,5,3,2,6,7.719948,3,4,10,7,7,5,8,1,8,N
4,6.14494,6,4,3,9,7,2,6,10,3,6,2,7,3,10,R
5,8,8,6,5,3,7,4,5,11,12,11,5,8,2,7,M
6,11,9,8,8,7,6.873768,1,6,10,5,9,7,7,6,9,K
1,0,2,0,0,7,4,2,0,7,2,8,2,7,1,8,A
1,0,2,0,0,6,7.659773,7,6,7,6,6,2,8,3,8,D
4,6,5,4,2,8,6,4,7,15,6,10,1,6,1,7,J
2,5.309978,4,4,2,7,8,2,9,11,7,7,1,8,5,7,Z
4,7.508072,5,8,2,7,6,8,8,6,5,10,2,8,6,11,G
2,3.367477,4,2,2,7,9,4,4,11,4,4,1,9,3,8,P
7,11.437161,7,6,4,9,5,3,8,11,4,9,3,6,7,9,Z
3,3,4,4,2,7,7.066316,12.731578,2,5,6,8,6,8,0,8,N
4,8.192064,4,7,2,7,5,15,5,7,13,8,3,9,0,8,U
6,8,8,6,5,10,6,3,7,10,3,7,4,9,4,10,H
5,10.150312,8,8,6,4,9,1,6,10,9,10,3,8,3,6,K
3,6,4,9,8,8,9,5,0,8,7,6,5,10,3,7,P
2,7,4,5,2.637688,6,11,5,4,10,8,3,1,10,4,6,P
5,11,8,8,4,7,11.534537,3,4,6,12,9,3,10,1,8,V
6,12,4,6,2,7,8.247029,7,6,11,6,8,2,9,5,9,C
3,5.274012,4,4,3,8,8,6,3,5,7,10,3,8,5,9,Q
3,6.943695,5,5,2,9,5,5,5,15,6,11,0,6,1,7,J
6,10.415069,9,8,12,10,5,3,2,9,4,8,11,8,4,6,M
2,1,2,1,0,7,7.301081,4,4,7,6,8,2,8,4,8,X
5,8.786666,6,7,5,7,8,8,4,6,7,9,3,7,4,7,O
7,9.638566,9,7,7,5,9,2,8,11,8,9,3,8,5,6,E
7,11,10,8,7,11,6,3,8,11,3,7,3,8,5,12,B
2,5,3,3,2,7,7.238618,7,4,9,6,8,2,8,2,8,O
4,11,7,8,3,7,12,3,4,6,12,9,3,10,1,8,V
3,7,5,5,4,9,8,3,4,9,4,7,4,8,6,5,J
3,8,5,6,1,6,9.991767,3,1,8,13,8,2,11,0,8,Y
6,9,6,6,4,4,9.500228,2,3,9,9,8,7,11,2,6,W
3,5,4,6,4,7,8,5,2,7,8,11,2,9,5,8,Q
4,3,5,5,4,6,7.592992,9,7,7,6,7,2,8,9,9,B
3,11,5,8,4,12,3,3,3,10,1,9,2,6,3,8,A
1,0,2,1,0,7,6.730221,6,7,7,6,13,0,8,4,10,C
4,10.281777,6,8,2,7,15,1,6,8,11,7,0,8,0,8,T
1,0.702172,2,1,1,6,9,7,3,7,5,7,2,7,4,10,R
5,9,6,7,6,5,6,5,7,6,6,13,5,7,8,9,K
9,15,6,8,5,5,7,7,4,10,7,10,5,9,5,8,O
4,7,4,5,2,6.675674,6.885411,14,2,4,6,8,6,8,0,8,N
6,11,8,8,8,7,8,6,8,8,6,8,9,7,4,8,H
6,9.379771,6,5,4,12,3,6,2,12,2,10,5,3,3,10,A
3,3,4,1,2,3,9.334594,3,2,10,10,8,5,11,0,7,W
4,7,6,6,5,5,7.321842,7,7,7,6,7,4,6,5,6,D
0,0,1,0,0,12,3.765999,4,3,12,4,10,0,7,0,8,J
7,9.938762,10,8,5,6,11,2,7,14,7,4,1,10,2,7,F
4,7,6,5,5,6,8,3,7,11,8,9,3,8,4,7,E
1,1,2,1,0,7,4,3,0,7,1,8,2,7,1,8,A
6,10,5,7,3,6,11,1,9,11,9,4,0,10,3,4,T
3,5.544002,4,4,1,2,12,5,5,12,10,8,0,8,2,6,F
4,7,6,5,5,6,7,2,6,7,6,9,4,5,7,9,X
6,11,8,8,7,9,7,4,7,10,4,6,3,8,6,10,B
1,0,1,1,0,1,1,5,5,0,1,6,0,8,0,8,L
1,6,2,4,2,7,7.155467,1,8,7,6,9,0,8,3,8,I
3,6,3,4,2,3,8,6,10,7,5,14,0,8,7,7,E
4,3,4,2,2,4,11,3,2,9,9,7,6,11,1,6,W
7,9,7,7,3,5,12,3,10,12,10,3,1,11,3,4,T
6,9.141416,6,6,4,8,4,3,4,12,7,11,3,9,6,9,L
3,3,5,2,3,7,6,3,4,9,8,9,6,5,2,9,M
14,15,14,8,7,6,10,5,5,4,4,11,11,13,2,8,M
3,10.807417,4,8,3,8,6,0,7,13,6,9,0,7,2,8,I
4,9,6,7,7,7,7.207902,6,3,6,6,10,4,8,7,7,G
5,8,6,6,4,4,11.925729,3,6,12,10,5,1,11,1,5,T
3,5,5,3,2,8,7,2,8,11,5,8,2,8,5,10,E
4,7,6,9,6,9,6.883785,7,2,5,7,10,3,8,6,10,Q
3,8.102041,4,6,3,8,7,1,7,11,5,8,0,6,1,6,J
3,6,5,4,4,5,9,3,6,10,8,8,3,8,3,6,H
4,6,6,4,3,7,9,3,6,13,6,5,2,9,2,7,F
3,3.340724,4,3,2,5,7,4,7,7,6,11,3,8,5,9,K
2,5,1,3,1,7,7,1,7,7,6,8,0,8,3,8,I
6,9,7,11,7,8,5,7,5,9,6,9,3,8,6,8,Q
2,1,4,2,2,7,7,3,9,6,6,8,2,8,5,8,X
2,3.168191,3,3,2,8,7,7,4,9,5,8,2,8,3,8,O
3,8,4,6,2,7,7,14,2,5,6,8,6,8,0,8,N
1,0,1,1,1,4,7,5,8,7,6,13,0,8,6,10,E
7,10.747342,9,9,12,8,7,4,3,6,5,9,8,7,9,14,G
5,8,7,6,4,9,10,1,7,3,11,8,2,12,2,9,Y
4,9,6,7,4,7,8.597423,2,9,11,7,6,1,7,6,6,Z
3,2.437378,4,2,2,8,7,7,5,7,6,7,2,8,3,7,O
4,9,4,6,2,5,11,10,3,10,6,4,1,10,4,8,P
6,11,7,8,3,9,3.534995,4,7,15,4,11,1,6,1,7,J
4,7,7,5,6,7,9,1,5,10,6,6,5,10,4,5,F
4,9,6,6,7,8,7.354474,6,6,6,6,5,2,8,6,10,B
2,4,3,3,1,3,10.537801,3,5,12,10,6,1,10,1,6,Y
4,8,6,6,3.97078,7,7,1,8,10,6,8,3,8,4,7,X
1,4,2,3,1,7,4,1,7,7,2,10,0,7,2,8,L
7,11,6,6,4,6,6.873071,5,4,7,9,10,6,7,3,10,U
2,5.671745,3,4,2,7,4,1,7,8,2,9,0,7,2,8,L
5,6,3,9,3,9,6.671572,3,3,11,4,5,3,8,6,9,J
4,6,5,4,6,8,10,5,4,8,5,6,4,9,8,7,S
3,7,4,5,2,7,6,8,9,8,4,12,1,9,5,10,G
3,9,4,6,3,7,4,3,1,6,2,8,2,7,3,8,A
3,5,4,4,2,6,7.676018,6,7,7,9,9,3,9,1,8,U
6,8,8,7,10,7,7,5,5,6,5,8,10,8,8,10,W
4,7,5,5,2,5,12,4,6,12,9,3,1,10,3,4,F
4,6,5,5,5,9,7.241311,2,5,8,6,6,2,8,7,7,X
3,7,5,5,3,8,7.360982,5,7,4,8,8,3,9,0,7,U
3,3,3,4,3,7,7.292829,9,6,7,6,7,2,8,9,10,B
3,7,4,5,3,5,4.369188,4,7,3,2,6,4,6,1,6,L
4,8,7,6,3,4,10,4,4,10,11,10,5,7,1,7,N
5,11,7,8,8,9,7,4,4,8,4,6,4,7,6,4,J
5,8.119035,6,6,4,8,6,8,5,10,5,8,3,8,3,8,O
5,8,6,6,7,5,7.413892,3,6,7,6,9,5,8,5,7,T
2,3,3,2,1,5,8,5,6,10,9,9,3,9,2,6,U
4,6,4,4,2,6,7,6,6,9,8,10,2,8,4,9,G
4,9.063746,6,7,4,8,5,2,9,11,4,10,2,7,7,9,Z
2,3,3,1,1,4,11.243346,3,2,10,11,7,2,11,1,7,V
4,8.325647,5,7,3.147492,8,8,6,10,5,6,7,0,8,9,7,S
2,4,3,3,2,6,7,5,5,9,7,10,2,9,4,9,G
3,7,3,5,3,8,8,12,1,6,6,8,5,9,0,8,N
3,5,5,8,3,11,6.094381,3,5,10,2,7,2,7,5,11,Z
4,9,6,6,3,4,13,5,4,13,6,2,0,9,4,7,P
6,12,6,6,5,9,4.93511,5,3,10,5,12,7,3,6,11,A
8,12,8,7,4,9,7,3,7,9,2,5,5,7,4,8,K
4,9,5,7,5,7,7,7,5,7,6,7,2,8,8,8,S
6,8,9,6,5,5,7.403679,4,7,10,10,10,5,10,4,6,H
10,15,11,8,7,7,7.750275,2,4,6,9,6,11,9,3,5,W
1,0,1,0,0,4,6,5,1,7,6,10,2,7,1,10,K
2,0,2,1,0,7,5,11,4,7,13,8,3,10,0,8,U
5,7,5,5,2,5,11,2,9,12,9,4,0,10,2,4,T
4,8.928898,4,7,5,8,8,6,2,7,7,11,3,9,5,8,Q
4,5,4,8,2,1,12,5,5,11,11,8,0,8,2,6,F
2,7,3,5,3,8,7.188766,7,5,7,6,8,2,8,8,8,S
4,9,4,6,3,6,7.449666,9,7,7,6,7,2,8,9,10,B
5,9,5,4,3,7,6.693367,4,5,6,7,8,5,6,3,7,U
3,2.893993,4,3,2,8,7,8,5,7,7,8,2,8,3,8,O
2,3,3,2,1,8,10,1,6,5,11,9,1,11,1,8,Y
0,3,0,4,0,7,7,4,4,7,6,8,0,8,0,8,I
2,5,3,4,2,6,9,4,5,10,9,6,2,10,3,6,F
2,8.023944,2,6,2,13,4,5,4,13,2,9,0,7,0,8,J
6,9,5,4,3,8,6.886377,4,3,9,8,10,4,8,7,11,C
4,9,6,8,6,6,8,4,8,8,7,8,3,9,8,7,T
5,10,5,5,2,6,9,2,7,12,7,5,2,10,3,5,T
2,5.008912,3,4,2,7,7,7,6,6,6,8,2,7,6,11,G
9,13,8,7,4,8,6,4,10,13,5,7,2,9,6,6,T
5,10,7,8,5,7,3.761043,1,8,8,2,10,0,6,3,8,L
1,0,2,0,0,8,3,2,0,7,2,8,2,6,1,8,A
2,3,3,2,1,10,2,2,1,9,2,9,1,6,2,8,A
3,3.055247,4,3,2,7,7,6,7,6,6,5,2,8,3,7,D
3,6.591143,5,5,2,9,4,3,1,8,1,8,2,7,2,8,A
8,11.959753,8,7,5,9,6,3,6,10,1,7,6,5,4,8,K
3,7,4,5,4,10,6.284889,3,6,10,4,7,3,8,3,9,D
5,6,6,8,5,8,7,6,3,7,7,12,3,8,6,8,Q
3,8,5,6,3,6,8,8,9,9,9,8,3,9,1,8,U
3,9,5,7,3,12,3,4,3,11,1,9,2,6,3,9,A
4,8,5,6,6,7,7.014326,7,3,8,5,7,4,7,7,10,R
4,10,5,8,3,5,9,9,4,7,6,8,3,8,6,11,R
6,10.681124,9,8,6,8,8,5,6,8,5,7,4,8,6,12,R
3,6.064782,3,5,2,7,7,14,1,7,6,8,3,8,0,8,H
3,10,4,8,3,5,7.020906,6,7,7,6,13,1,8,4,10,C
1,5,2,3,1,10,6,2,6,11,3,8,0,7,1,7,J
4,10,5,8,7,7,7,6,6,7,6,5,6,8,3,7,D
3,6.315229,5,5,6,9,8,4,3,6,7,8,7,8,7,7,H
1,2,2,2,1,8,7,6,2,6,6,9,2,9,3,10,Q
2,7,2,5,1,11,3,10,3,12,7,13,1,6,0,8,J
7,11.998838,8,8,6,6,7,3,6,10,7,8,3,7,5,6,S
4,10,7,8,6,7,10,2,3,6,9,8,8,11,1,8,W
4,6,5,6,5,7,7.232228,5,4,6,7,11,6,9,9,11,C
3,6,4,4,2,7,7.333689,4,4,7,6,8,3,8,4,8,X
6,8.733508,8,9,9,9,8,4,5,7,7,8,5,10,9,11,S
6,12,5,7,3,7,10,6,4,9,9,5,5,12,3,8,V
4,8,6,7,7,10,8,3,4,6,7,6,5,9,5,5,A
4,7,5,5,3,8,4,2,6,7,7,7,1,10,4,7,I
7,11,9,8,6,10,7.563726,2,7,7,7,4,0,9,4,7,I
2,9,3,6,1,7,14,0,6,7,11,8,0,8,0,8,T
4,8,4,6,2,7,7,14,2,4,6,8,6,8,0,8,N
14,13.565925,14,8,7,10,11,7,4,4,6,10,10,13,3,6,M
3,5.458335,4,4,5,9,8,4,3,6,6,7,6,9,6,6,H
4,8.351545,5,7,3,6,10,9,4,7,5,8,3,8,6,11,R
4,3,5,5,4,8,7.001392,7,3,5,6,9,3,8,5,8,Q
2,8,3,6,2,2,11.297198,4,5,11,10,8,0,8,2,7,F
4,9,3,4,2,7,7.575021,4,4,8,8,8,3,9,8,11,C
4,8,5,6,3,7,7.17013,4,9,6,6,8,3,8,6,8,X
2,4,3,2,2,5,7,4,6,7,6,11,3,8,4,9,K
4,8,5,6,4,8,9,4,6,8,4,9,3,6,5,11,R
2,3,4,2,1,7,7,1,8,10,6,8,2,8,3,8,X
5,8.472214,5,10,7,8,8,6,2,7,8,11,3,9,6,8,Q
5,7.218278,5,5,3,6,7,4,5,9,7,5,3,10,5,4,Y
5,7.712476,6,6,2,6,7,7,11,7,6,14,1,8,4,9,C
6,10,10,8,8,7,11.734901,2,2,6,8,8,8,12,1,8,W
3,6.895354,5,5,3,11,2,3,2,10,2,9,2,6,3,8,A
4,7,5,5,4,10,7,3,6,10,3,7,3,7,3,10,R
4,5,5,3,2,4,8,5,8,9,8,9,4,11,3,4,U
