@relation letterRecogTrain-weka.filters.unsupervised.attribute.DMI-D2-N-1-F0.25-E-1-I-1-L1.0E-4

@attribute feat1 numeric
@attribute feat2 numeric
@attribute feat3 numeric
@attribute feat4 numeric
@attribute feat5 numeric
@attribute feat6 numeric
@attribute feat7 numeric
@attribute feat8 numeric
@attribute feat9 numeric
@attribute feat10 numeric
@attribute feat11 numeric
@attribute feat12 numeric
@attribute feat13 numeric
@attribute feat14 numeric
@attribute feat15 numeric
@attribute feat16 numeric
@attribute Class {A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z}

@data
2,3,3,2,2,7,7,5,5,9,7,10,2,8,4,9,G
4,9.712845,5,8,3,6,9,4,1,8,12,8,4,9,1,8,V
1,0,1,0,0,7,10.648006,3,1,7,12,8,1,11,0,8,Y
11,15,9,8,4,6,10.533464,6,3,11,4,4,5,10,4,7,P
3,6.622558,5,5,2,6,3,2,8,7,2,7,1,6,2,7,L
2,6,3,4,2,8,8,7,6,7,5,8,2,8,9,8,S
2,7,3,5,1,7,7,3,12,9,6,8,0,8,8,8,Z
3,5,3,6,3,8,6.9782,5,3,8,8,10,3,9,6,8,Q
7,10,9,8,11,8,6,6,5,7,5,8,6,9,8,8,M
4,6,5,7,5,8,7.014739,4,5,8,7,8,4,7,8,7,I
4,9.120248,6,7,3,8,4,1,8,9,2,10,0,6,2,9,L
9,11.326325,9,5,3,3,10,2,2,10,11,8,8,12,0,7,W
3,3.110534,4,3,1,5,12,3,3,9,11,7,2,10,1,8,V
4,8,6,6,5,8,7.318519,5,6,9,6,6,2,8,7,8,B
3,6,6,4,5,5,9,2,3,10,8,7,5,9,3,4,F
4,7,6,5,6,7,8,5,4,8,6,9,4,11,9,11,F
5,11,7,8,3,7,7.125393,4,15,9,6,8,0,8,9,8,Z
2,5,3,4,1,4,3,4,7,2,2,5,0,7,0,6,L
8,10,11,8,9,8,7,2,6,10,5,8,3,8,3,8,H
4,7,4,5,3,6,7,5,5,9,7,12,2,9,4,10,G
4,9,4,4,3,9,7,3,5,9,3,8,5,7,5,8,R
6,10,8,8,6,8,9.067657,5,4,11,4,3,1,10,3,8,P
5,11,8,8,4,11,5,2,8,10,0,7,3,8,4,10,X
5,9.367378,7,8,7,6,11,2,2,7,8,9,7,12,1,8,W
7,13,7,7,5,8.624405,3,4,3,11,6,10,4,8,7,9,L
1,3,2,2,1,8,5,4,4,13,7,12,1,7,0,8,J
3,8,5,6,4.008946,8,7,4,9,6,6,6,3,8,7,7,X
9,11.640743,8,6,4.000577,7,5,4,5,9,9,5,4,10,4,5,Y
1,0,2,1,1,7,7,11,1,5,6,8,4,8,0,8,N
4,6,5,8,5,7,9,5,3,8,9,9,4,10,6,7,Q
4,9,6,7,6,7,7.929607,3,8,7,6,8,2,10,13,6,Z
2,3,3,2,1,9,2,1,1,8,2,9,1,6,1,8,A
1,0,2,0,0,6,7.969474,7,6,7,6,6,2,8,3,8,D
5,9,5,4,3,8,6.344883,4,7,10,5,9,3,8,9,10,Q
4,6,5,9,8,8,8.0196,4,0,8,7,6,5,10,5,7,P
2,6,2,4,1,15,4,3,5,12,1,7,0,8,0,8,J
3,5.301221,5,4,3,7,7,3,9,6,6,8,3,8,6,8,X
3,3.291362,4,3,3,8,7,5,6,7,6,6,5,8,5,10,B
2,7,4,4,2,7,3.01159,3,2,6,1,8,3,6,2,7,A
3,2,5,4,2,8,2,2,2,7,2,8,2,7,2,7,A
3,10,4,7,2,3,7,6,11,7,6,15,0,8,7,7,E
3,8,4,6,5,8,7,8,5,7,6,6,3,8,7,10,B
3,2.409,4,2,2,7,7,3,9,6,6,8,3,8,6,8,X
8,9.946805,11,7,7,6,7,3,7,10,8,9,3,8,3,7,H
1,1,3,1,1,8,11,1,6,6,11,8,1,11,1,8,Y
2,4,4,2,2,9,7,3,5,10,4,7,3,8,2,9,H
5,8,7,6,7,8,8,6,7,8,6,8,5,7,5,6,T
2,1,2,2,1,7,9,5,4,7,6,7,4,8,1,6,N
1,0,2,0,0,7,3,2,0,7,2,8,2,6,1,8,A
5,9,5,5,3,10,5.609222,4,6,12,3,8,3,8,7,11,Q
3,6,4,4,1,8,4,13,5,7,13,8,3,9,0,8,U
5,10,7,8,4,7,7,1,8,10,6,8,3,8,4,7,X
5,8.611323,5,6,4,10,5,4,6,11,4,8,3,8,8,11,Q
2,4.979252,3,4,2,7,7,8,4,7,6,8,2,8,3,8,O
4.14704,8,5,6,4,7,8,13,1,7,5,8,3,8,0,8,H
3,4,5,3,3,7,11,2,2,6,9,8,6,11,0,8,W
4,7.605715,4,5,2,10,3,2,5,12,3,11,2,9,4,10,L
7,10,10,8,5,5,8,2,9,11,10,9,3,8,4,6,X
5,11,6,8,3,7,7,15,2,4,6,8,6,8,0,8,N
5,7,7,5,4,5,8,4,6,10,9,9,3,8,3,7,H
7,9.818233,9,8,9,9,7,6,5,6,7,6,11,8,4,5,M
2,3,4,2,1,9,6,3,5,14,6,10,0,7,0,8,J
2,3,3,2,1,5,12,3,7,11,9,5,1,10,2,5,T
6,8,9,7,7,10,4,2,3,10,3,8,6,6,7,13,K
6,9,9,7,7,4,9.167365,2,3,8,9,9,10,9,1,8,W
4,7,6,6,7,8,7.263528,5,4,7,7,7,5,9,10,12,S
8,12,8,6,6,7,7,3,5,8,4,8,7,8,7,8,R
3,7,4,5,3,7,7,3,12,8,6,8,0,8,8,7,Z
4,5,5,4,2,4,10.553901,3,6,12,11,5,1,11,2,5,Y
5,9.012172,5,7,4,7,7,8,5,9,7,10,3,8,4,6,O
3,5,6,3,2,6,8,2,7,10,7,8,1,9,5,6,S
2,1,3,3,1,7,1.481219,1,2,6,2,7,2,5,2,8,A
6,7,8,9,8,7,9,2,3,7,9,6,6,10,6,4,P
2,9,3,6,1,11,3,10,3,12,7,13,1,6,0,8,J
1,3,3,1,1,6,7,2,6,11,6,9,2,8,3,9,E
7,5.181468,8,8,4,6,9,4,9,11,7,6,2,7,5,4,S
6,10,8,8,9,7,6.923332,6,4,7,9,7,7,7,5,10,W
5,10,5,7,3,5,13,3.570219,7,12,9,3,1,11,2,4,T
6,10,9,8,9,8,7,7,4,7,6,9,6,8,7,4,A
4,5,8,4,3,7,7,1,9,10,6,8,2,8,3,7,X
5,12,6,6,3,13,1,4,1,12,3,11,2,3,3,11,A
4,4,5,6,3,6,7.898084,10,9,8,7,6,3,8,4,8,D
4,9,5,7,5,9,9,6,4,7,5,8,4,9,10,6,Z
5,11,6,8,6,8,7,9,4,7,6,7,3,8,3,8,O
5,9,8,7,5,10,7,3,5,10,2,5,6,9,1,7,N
3,3.807007,5,3,2,8,2,2,2,6,1,8,2,6,2,7,A
5,8,6,6,3,9,7,4,8,11,4,8,2,8,5,9,S
9,14,7,8,3,7,10.205547,5,6,10,10,5,4,11,3,8,V
3,2.709884,4,2,2,5,7,4,7,7,6,11,3,8,4,9,K
4,11,5,8,4,8,8.19934,8,7,8,4,7,2,7,9,8,S
4,4,4,6,2,7,7,14,2,4,6,8,6,8,0,8,N
3,6,5,4,3,10,7,3,5,11,2,6,3,7,2,10,R
1,1,1,2,1,7,7,1,7,7,6,8,0,8,2,8,I
3,6,5,4,2,7,7.755771,1,6,14,5,6,0,7,0,7,J
1,7,2,5,1,9,6,2,7,11,4,8,0,7,1,6,J
4,7,5,5,2,4,7.654595,6,8,12,10,12,1,9,3,7,C
1.597477,2.505407,2,2,1,5,10,3,5,10,9,5,1,10,2,7,F
4.745514,9,5,6,3,5,13,6,4,11,9,4,3,12,2,4,T
3,9,4,7,4,8,7.069934,5,7,5,5,6,0,8,8,8,S
2,3.902985,4,3,2,7,9,2,4,10,6,7,5,9,0,7,N
3,4,4,3,1,4,8,5,7,11,9,12,1,9,2,7,C
3,2,3,4,3,7,7,6,7,7,6,9,2,8,6,9,E
8,15,8,8,5,4,9,3,8,11,11,9,4,9,3,5,X
2,5,3,4,2,7,8,7,8,8,9,7,3,9,1,8,U
4,7.707988,6,6,8,9,7,4,5,6,8,8,8,8,6,6,U
4,6,5,5,5,6,8,4,3,8,7,9,4,10,8,11,E
5,5,6,7,7,8,8,3,2,7,8,7,5,10,5,5,P
5,11,7,8,8,6,8.395083,5,6,6,5,7,3,7,5,8,R
8,13,5,7,3,6,10,6,9,11,8,10,2,8,5,9,C
3,7.666868,3,6,3,8,6,6,4,9,6,9,2,9,4,8,Q
9,8,7,12,5,8,5,5,5,5,12,6,5,10,4,7,Y
6,9,9,7,4,10,4.765329,2,8,11,1,7,3,8,4,9,X
4,7,6,5,3,7,10,3,6,13,6,5,2,9,3,7,F
6,10,7,5,4,7,8.087472,3,4,6,9,6,9,9,2,6,W
5,7.881388,7,6,6.590964,7,6,6,4,7,6,8,4,10,8,11,F
4,6,6,6,5,6,7.042914,2,4,6,4,9,4,5,8,8,H
6,11,9,8,11,7,7.551419,6,4,7,6,8,6,9,9,8,M
3,4,4,3,1,4,11,2,7,11,10,5,1,11,2,5,Y
4,9,6,7,2,8,8,5,3,6,14,8,3,9,0,8,V
3,7,4,5,3,7.835337,6.986745,6,4,9,5,8,3,8,3,8,O
3,2,4,3,3,7,7,5,8,7,6,9,2,8,6,9,E
4,10,5,8,5,4,10,4,5,11,9,5,1,10,3,7,P
3,5.50772,5,4,3,9,7,5,7,9,4,5,3,8,3,8,D
8,13,10,8,5,5,8.139976,2,4,12,7,9,6,8,0,7,N
5,7.021603,8,5,4,3,7,2,7,10,11,12,3,8,4,5,K
4,9,6,7,5,5,10,3,6,10,9,5,1,10,4,7,P
2,3,3,4,3,8,8,5,2,8,8,9,2,9,5,8,Q
5,9,7,7,5,9,7,2,7,10,3,8,4,9,4,10,K
4,7,6,5,4,9,4.633895,2,8,11,4,10,2,7,6,10,Z
2,8,4,6,1,9,8,4,3,5,13,8,3,10,0,8,V
4,5,5,7,2,7,7,5,4,7,6,8,3,8,4,8,X
3,8,4,6,3,10,7,0,7,11,3,6,0,7,1,7,J
2,1,3,2,2,8,7,5,5,7,6,6,2,8,5,9,B
5,7,7,5,5,4,7,2,7,10,9,11,4,7,4,6,K
5,9.075452,6,7,4,10,4,6,5,8,6,5,2,8,4,6,J
5,10.461722,7,8,6,7,8,2,8,11,7,8,3,8,4,8,E
8,10,12,8,7,7,8,3,7,10,5,7,3,8,3,8,H
7,12.299671,7,8,6,7,7,3,4,10,5,8,6,9,5,8,H
2,6,4,4,2,8,7,2,9,11,5,9,1,8,5,8,Z
6,9.01455,6,7,7,4,10,2,3,9,8,8,7,11,2,7,W
6,6.489545,9,8,5,6,8,6,8,7,9,10,3,9,1,8,U
3,6,5,4,1,8,10,2,2,7,13,8,2,11,0,8,Y
5,11,5,9,6,7,7,13,1,6,6,8,5,9,0,7,N
5,8,7,6,7,7,7.566577,3,5,7,6,8,6,9,6,7,R
3,5,5,4,4,9,3,4,3,8,4,9,3,6,4,8,Q
1,2,1,3,1,7,7,1,7,7,6,9,0,8,3,8,I
2,1.519882,3,1,2,7,8,6,6,7,6,9,3,8,3,8,H
4,7.766447,5,6,5,8,7,5,6,7,6,8,6,8,3,7,H
1,0,2,0,0,7,6,9,0,7,8,8,5,6,0,8,M
2,1,2,1,1,8,6.677845,5,9,6,6,8,1,8,6,8,Z
3,9.296558,4,7,3,9,5,0,7,13,5,9,0,7,2,9,I
5,6,7,4,4,4,8.128984,2,7,10,9,11,3,8,3,6,K
6,9.211772,8,7,6,5,8,3,8,11,9,9,3,9,4,6,E
4,8,6,6,5,5,7.941703,1,6,9,7,9,3,8,3,8,K
3,8,3,6,2,5,8.199726,10,8,6,6,5,3,8,4,8,D
5,6,6,5,5,5,6,3,6,7,7,11,5,11,7,8,C
3,3.358775,5,2,2,8,8,2,7,10,6,7,1,8,5,7,S
2,3,4,2,2,6,7,2,6,10,7,10,3,8,2,8,K
6,8,6,6,3,4,9.717669,1,8,11,10,6,2,11,4,3,Y
3,4,5,3,2,8,2,2,2,7,2,8,2,6,3,6,A
2,1,3,2,1,6,7,6,10,7,6,14,0,8,4,9,C
3,9,5,7,4,8,7,3,8,5,6,8,2,8,6,7,X
3,7,4,4,2,7,6,14,1,7,7,8,3,8,0,8,H
4,4,5,2,2,4,8,5,7,10,9,9,3,9,2,6,U
4,9.315051,5,8,4,8,7,12,2,6,9,8,8,6,0,8,M
2,10,3,7,2,12,3,6,3,12,5,11,1,6,0,8,J
3,6,5,4,3,9,8,3,6,9,3,8,3,6,4,10,R
4,6,6,4,3,7,7.29509,1,8,10,7,9,3,8,3,7,X
3,5,5,3,2,7,7,2,9,12,6,8,1,8,6,8,Z
4,8,6,6,5,6,7,7,6,7,5,7,3,7,3,8,N
5,7.889187,5,5,3,12,4,3,5,11,2,7,4,7,3,12,D
5,9,5,6,3,2,11,2,3,10,11,8,2,11,1,8,V
4,8,5,6,5,7,5.893156,10,0,7,8,8,8,5,2,10,M
6,9.921819,7,8,6,7,7,8,7,6,5,10,2,7,5,11,G
2,3,3,1,1,5,7.44657,4,6,11,9,11,1,9,2,8,C
4,5,5,3,2,4,11,2,7,12,10,5,1,11,2,4,Y
6,10,7,8,6,7,8,7,4,10,7,7,5,9,4,9,O
4,6,5,4,3,11,6.694536,4,5,10,1,4,5,9,1,7,N
4,8.684908,6,7,6,7,5,6,3,8,6,11,4,8,7,8,G
6,9.726741,8,7,5,9,6,3,6,10,4,8,4,7,4,8,H
4,5,8,4,4,5,8,3,6,10,8,8,3,8,3,6,H
6,8,9,6,4,6,8,2,9,10,9,8,3,8,4,7,X
3,7.080908,4,6,2,8,6,8,6,6,4,8,3,8,4,8,Q
3,7,4,5,2,5,14,1,5,9,10,7,0,8,0,8,T
6,10,9,8,8,7,7,2,4,9,7,8,8,6,2,8,M
3,8.370905,5,7,5,8,6,3,7,7,6,8,1,7,11,9,Z
9,12,8,6,4,1,8,4,2,11,12,9,7,10,0,7,W
4,9,5,6,3,5,8,7,7,8,8,14,2,9,4,10,C
3,9,4,7,3,9,6,2,5,11,4,9,1,6,2,5,J
3,4,5,3,3,7,6,3,4,9,7,8,7,5,1,8,M
4,4,6,3,4,8,5.809813,2,4,9,6,8,7,5,2,8,M
5,10,8,8,5,9,8,4,6,9,3,7,3,6,5,11,R
6,11,6,6,4,5,8.334558,5,7,10,7,6,5,8,6,5,D
4,7.72764,5,8,3,9,8,8,5,5,8,9,3,7,5,10,Q
4,7.434125,6,6,5,6,8,9,5,8,6,6,4,8,3,9,N
5,6.777387,6,4,3,10,3,3,7,12,4,10,2,9,4,11,Z
4,6,6,5,5,8,8,2,4,7,8,8,5,8,4,6,A
3,5,5,4,3,5,8,3,9,11,8,10,2,8,4,7,E
5,5,5,4,2,5,11.545156,2,7,11,9,4,1,11,2,4,T
5,11.369201,7,8,7,7,7,8,7,6,6,6,2,8,8,10,B
2,1,4,2,1,6,11.339005,2,7,8,11,8,1,11,2,7,Y
7,9.437515,5,8,3,10,5,6,4,13,3,7,3,8,5,10,I
5,8.876732,7,7,6,4,9,5,1,7,9,8,8,10,0,8,W
4,7,6,5,5,10,7,3,6,10,4,6,2,8,4,10,B
7,10,9,8,6,10,5,3,6,10,2,7,5,7,5,9,H
4,4,5,6,2,8,8,9,8,5,8,10,3,8,4,8,O
2,0.602689,2,1,0,2,0,6,4,0,3,4,0,8,0,8,L
5,10,7,8,6,8,9.172641,7,4,10,4,3,3,11,4,8,P
6,9,9,6,7,9,6,2,5,9,5,7,8,6,2,8,M
4,8,5,6,2,8,7,5,8,5,6,8,0,8,9,8,Z
5,10,9,8,7,11,5,1,5,9,1,5,3,7,5,9,A
1,0,1,1,0,4,7,5,7,7,6,12,0,8,6,10,E
6,9,9,6,10,10,3,3,2,9,4,8,11,5,3,7,M
3,3,4,4,2,7,7,14,1,7,7,8,3,8,0,8,H
0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8,I
2,7,3,5,2,8,4,3,7,7,2,8,1,6,2,8,L
6,5,6,8,3,7,7,15,2,4,6,8,6,8,0,8,N
3,7,4,5,2,7,7.214328,14,2,5,6,8,6,8,0,8,N
5,7.625627,6,8,4,8,7,6,12,7,6,7,1,8,8,8,Z
3,5,5,3,2,6,9,2,4,10,7,7,5,8,1,8,N
3,3,5,5,3,7,8,4,1,7,8,8,8,10,0,8,W
3,4,5,3,2,7,7,1,8,10,6,8,2,8,3,8,X
1,0.746235,2,1,1,8,7,6,4,6,6,8,2,8,3,8,Q
4,7.73862,5,6,4,9,8,6,6,8,5,7,3,8,5,10,R
2,2,3,3,2,8,7,5,9,6,6,7,2,8,7,8,Z
5,6,7,7,6,7,9,4,5,7,7,7,3,8,8,8,I
4,8,5,6,2,5,8,6,8,11,9,13,1,9,3,7,O
3,5,5,4,4,9,11.069151,3,2,5,9,7,7,11,1,8,W
4,6,6,4,5,9,4,4,4,9,6,9,4,7,9,10,S
4,9,6,7,4,7,7,8,4,7,6,11,3,8,4,7,O
3,4,4,3,3,7,7,5,5,7,6,6,2,8,6,9,B
4,6,6,6,6,6,7.314542,5,3,6,4,8,7,8,4,9,N
8,10,6,14,5,6,8.291166,3,3,12,7,6,3,9,13,5,Z
3,2.745401,4,2,2,5,8,6,7,8,10,10,3,9,1,7,U
7,7,10,6,11,9,7,5,5,7,6,7,11,9,7,3,M
8,12,7,6,6,8,7,5,5,9,7,8,7,8,9,7,B
2,1,4,2,1,8,3.071451,2,1,7,2,8,2,6,3,6,A
3,6,4,4,3,8,5,2,5,6,7,8,2,9,8,9,X
4,8.756436,6,7,2,7,5,3,1,7,0,8,3,7,2,8,A
1,0,2,0,0,8,2.905491,2,0,7,2,8,2,7,1,8,A
4,7.689175,5,6,4,7,6,7,7,7,4,11,1,8,5,11,G
2,6,2,4,1,0,2.241222,5,6,0,0,7,0,8,0,8,L
4,9,6,6,7,5,6,4,5,7,5,9,7,7,8,10,K
2,2.747135,3,3,2,8,8,5,2,7,7,10,2,9,4,9,Q
4,9,5,6,4,6,8,9,7,7,6,7,2,8,9,9,B
2,1,3,2,2,7,7,5,9,6,6,8,2,8,7,8,Z
2,3,2,2,1,7,6,6,5,6,6,9,2,9,4,9,G
6,10,5,5,3,7,9,2,7,12,7,6,2,9,4,6,T
5,9.4782,7,8,7,5,8,4,3,8,6,9,5,11,10,9,E
5,8,8,6,5,10,6,1,8,10,2,7,4,9,4,10,X
5,8.003182,7,6,8,8,7,6,5,6,7,8,8,6,2,7,M
4,5,5,6,5,8,4,3,2,7,4,7,3,7,5,8,H
1,0,2,1,1,8,7,6,4,6,6,9,2,8,3,8,Q
6,7,4,11,4,8,5,4,4,11,6,8,3,9,10,8,Z
4,8,6,6,1,6,8,5,3,8,14,8,3,9,0,8,V
2,0,2,1,1,5,7,8,6,6,6,6,2,8,3,8,D
3,8,3,6,3,3,12,6,1,11,7,4,0,9,3,8,P
5,8.98192,7,7,6,7,7,5,5,8,6,7,6,7,4,7,J
6,9,7,7,8,5,6,4,5,7,6,11,6,9,4,8,C
4,6,5,5,5,7,6,5,4,6,7,8,4,8,1,7,U
5,10,7,7,8,7,8,3,5,7,6,7,7,8,8,2,N
3,5.631342,5,4,1,9,4,3,1,7,1,8,3,6,2,8,A
5,8,7,6,4,6,7,6,6,6,6,9,4,7,4,8,G
5,9,7,6,5,4,7,2,7,10,10,12,3,8,3,6,K
4,5,4,8,4,6,9,10,7,7,5,7,2,8,9,10,B
3,4,5,3,2,7,6,1,6,10,6,10,3,8,3,8,K
1,0.224542,2,1,0,8,7,4,6,5,6,7,0,8,7,8,S
6,10.970634,8,8,5,7,8,3,10,12,8,7,2,8,7,6,Z
2,5,3,3,2,7,7.078767,5,9,6,6,8,2,8,7,8,Z
4,9,5,6,1,7,7,5,4,7,6,8,3,8,4,8,X
4,6,6,6,6,7,6,5,4,6,5,8,7,9,7,9,V
5,10,6,7,3,7,5,8,9,6,5,10,1,8,6,11,G
1,4,0,6,0,7,7,4,4,7,6,8,0,8,0,8,I
4,9,6,6,3,6,11,3,6,13,7,4,1,10,2,7,F
7,7,7,5,6,4,11,2,2,10,9,7,7,11,2,6,W
4,9.672254,7,8,11,8,6,7,3,7,6,8,14,10,5,9,W
6,11.508492,8,8,8,6,6,8,4,6,4,8,4,6,8,11,H
6,8.805374,8,7,7,7,7,5,5,7,6,9,6,8,7,10,P
3,7,3,4,2,4,11,9,3,9,6,4,1,10,3,8,P
5,11,7,8,8,5,7,5,4,7,5,8,4,6,10,8,K
2,6,2,4,1,1,11,4,7,12,12,9,0,8,2,6,F
5,9.832646,5,8,1,0,0,6,6,0,1,4,0,8,0,8,L
2,0,2,1,0,6,6.278005,6,9,7,6,14,0,8,4,10,C
4,8.365516,5,7,3,3,7,6,11,7,7,15,0,8,7,7,E
5,9,8,6,5,11,6,3,6,11,1,6,4,5,4,10,R
2,7,3,5,3,3,8,5,9,7,6,13,0,8,6,9,E
5,10,6,7,6,5,10,3,6,10,10,6,2,10,3,6,F
2,5,3,3,1,10,5,2,6,14,4,9,0,7,0,8,J
4,5.883341,5,4,2,4,8,5,7,11,10,9,3,9,2,7,U
8,12,7,6,4,10,3,5,7,12,3,11,3,7,8,11,Q
3,5.682731,5,4,2,7,7,3,8,11,5,7,1,8,4,8,S
5.45008,9,7,10,8,8,8,6,2,7,7,11,4,10,8,6,Q
3,9,5,7,5,12,5,1,6,8,4,5,1,8,5,10,I
4,7.368043,5,6,2,5,7,7,10,6,6,13,1,7,4,9,C
5,10,6,8,6,8,7,6,5,5,9,8,3,9,10,7,Y
3,6,4,4,3,3,13,5,1,11,7,4,0,9,3,8,P
3,5.371033,4,4,3,7,7,6,8,7,6,9,2,8,6,9,E
2,8,3,6,2,7,7,0,7,13,6,8,0,8,1,8,I
1,5,0,6,0,7,7,4,4,7,6,8,0,8,0,8,I
4,7.995959,6,6,4,6,7,2,6,10,7,10,3,8,3,8,K
9,12,8,6,4,7,7,2,9,9,5,8,4,5,4,8,X
2,5,4,4,3,7,7,3,5,10,6,6,2,8,5,8,B
2,4,4,3,2,7,9,3,4,12,5,4,1,9,3,8,P
3,5.150982,4,4,2,8,7,11,1,7,9,8,7,5,0,8,M
3,6.072553,4,4,2,9,3,2,6,9,2,10,1,5,3,9,L
5,9,7,7,8,6,7,3,6,7,7,11,4,10,8,7,E
10,13,9,8,6,9,8,4,5,13,4,4,5,10,6,7,P
5,7,7,6,6,6,7.265039,5,7,7,6,9,4,5,6,5,D
6,8.579065,8,7,9,8,7,6,3,7,7,8,7,11,7,9,G
3,3,4,5,2,5,10.823586,8,4,7,3,9,3,7,6,11,R
6,11,5,6,3,11,4,3,4,10,2,7,4,7,4,9,G
3,7,4,5,4,8,5,7,3,6,7,8,3,7,6,9,Q
3,2,4,4,3,6,7,5,5,6,5,7,3,7,4,8,R
4,5.666562,6,4,4,7,8,4,8,7,5,7,3,8,5,8,K
5,7,6,5,3,5,9,2,9,9,10,4,1,11,4,4,Y
3,3,4,1,1,5,8,4,6,10,9,9,3,10,1,6,U
4,8,6,6,5,7,7,8,4,7,5,8,3,8,3,8,O
3,7,4,5,1,6,7,7,9,7,6,13,1,8,4,9,C
4,10.409169,6,9,3,8,6,9,6,6,6,8,3,8,5,9,Q
4,9,5,4,3,9,4,3,4,12,7,11,3,10,4,10,L
5,10,3,5,2,7,8,5,6,10,6,9,1,9,7,8,E
4,8,6,6,3,4,8,5,1,7,9,8,8,10,0,8,W
4,9,4,7,2,3,7,6,11,7,7,15,0,8,7,7,E
4,8,6,6,5,9,8,4,6,8,3,8,4,5,5,11,R
4,8.984003,6,7,6,9,7,4,6,10,5,5,3,8,3,8,D
2,3,2,2,1,6,10,4,5,10,9,5,1,10,3,6,F
3,6,6,4,3,9,7,4,8,11,3,7,1,8,5,10,S
8,10.979329,7,6,4,7,8,4,6,10,6,4,4,10,5,5,Y
3,8,5,6,9,7,5.449579,6,1,7,6,8,8,12,2,11,W
3,7.746197,6,6,3,11,3,2,2,9,2,9,3,5,3,8,A
2,3.869666,4,3,1,8,6,2,10,11,5,9,1,8,6,9,Z
3,7.364516,4,6,2,7,7,4,13,9,6,8,0,8,8,8,Z
2,6,3,4,1,7,7,1,8,14,6,8,0,8,1,8,I
8,10,6,5,3,10,4.455578,5,5,10,3,9,6,6,6,10,R
3,2,5,3,2,6,8,6,8,7,10,9,3,9,1,8,U
6,9,8,7,6,9,7,3,7,11,4,6,2,8,6,10,B
2,9,2,7,2,8,7,0,9,7,6,7,0,8,3,7,I
3,4,5,3,2,7,7,2,8,11,6,9,2,8,4,9,E
2,7,3,5,1,7,5,0,7,14,7,10,0,7,1,8,I
5,10,6,7,2,4,7.553443,8,2,7,4,11,4,8,2,11,K
3,4,4,2,1,5,12,2,7,11,9,4,1,10,2,5,T
2,4.54339,4,3,2,8,8,3,5,12,4,4,1,10,2,8,P
7,9,8,8,8,6,7.411597,3,9,8,7,9,3,8,8,6,T
9,14,9,8,6,9,7,4,5,13,4,4,5,9,7,8,P
2,6.012619,3,4,1,9,7,1,6,14,4,8,0,7,0,8,J
4,8.114375,5,6,3,7,8.355246,3.173432,5,13,7,5,2,9,2,7,F
4,8,6,6,3,7,8.446729,4,6,13,7,5,2,9,2,7,F
4,10,6,8,7,7,7,6,2,7,8,7,10,7,5,9,W
4,6,6,7,5,9,6.889448,5,6,7,6,8,3,9,8,8,I
4,7,6,5,4,7,5.792076,8,6,5,7,13,4,7,4,8,C
6,11,8,8,6,4,9,2,8,10,8,9,3,8,5,5,E
3,9,4,6,2,6,8,0,8,14,7,8,0,8,1,7,I
3,5,4,3,2,7,7.279561,8,5,7,6,8,2,8,3,8,O
3,5.408225,4,4,3,7,8,5,5,7,7,6,5,9,2,6,N
4,8,6,6,6,7,7,3,6,7,7,10,4,9,8,8,E
6,13.44545,8,8,5,7,7,9,4,7,6,8,3,8,4,8,O
6,9.919838,8,9,8,7,7,8,4,8,5,8,4,8,10,1,A
4,7,6,5,5,5,7,4,7,6,6,11,3,8,5,9,K
3,7,4,5,3,8,7.221642,7,7,7,7,8,2,9,9,8,S
7,7,7,5,4,2,10,3,3,11,11,8,7,10,2,6,W
5,11,6,8,7,9,5,6,5,7,8,7,3,9,8,3,Y
5.181699,9,6,7,6,7,5,11,1,7,9,8,9,5,2,9,M
5,10,7,7,6,10,6,1,7,11,4,8,4,8,5,11,E
4,5,5,3,3,7,7,5,6,7,5,6,5,7,4,8,R
1,1,2,1,0,7,4,2,0,7,2,8,2,7,1,8,A
5,11,6,8,5,6.42777,7.357587,9,6,6,7,9,3,8,3,8,O
1,1.188147,2,1,1,5,10,8,3,9,6,5,1,9,3,8,P
4,7,6,9,7,8,10,4,1,8,6,6,4,10,9,5,H
7,12.025014,8,8,5,11,7,2,8,11,4,6,3,11,4,9,X
3,4,3,7,1,0,1,5,6,0,0,7,0,8,0,8,L
4,11,4,8,3,5,7,11,8,7,6,5,3,8,4,8,D
3,7,4,5,2,7,7,0,8,14,6,8,0,8,1,8,I
7,8.929822,7,5,5,6,8,3,4,7,4,10,6,8,6,7,R
5,8.958326,8,7,4,5,8,2,8,11,11,9,3,9,4,6,X
7,8,7,6,4,2,10,3,4,11,11,9,7,10,1,7,W
4,9,6,7,3,5,11,2,3,8,12,8,1,11,0,8,Y
3,8,4,6,3,7,7.072816,5,9,7,6,8,2,8,7,8,Z
2,2.862302,4,2,2,8,7,5,6,9,5,5,2,8,3,7,D
7,15,7,8,4,5,9,3,5,13,8,7,3,7,4,7,S
1,0,1,1,0,7,7,2,10,9,6,8,0,8,6,8,Z
3,6,5,7,4,7.548687,7.408699,4,5,7,7,7,3,9,9,11,J
6,8,6,6,3,4,10.258448,2,8,9,10,5,2,12,4,3,Y
1,4,2,3,1,7,7.346864,0,7,13,6,8,0,8,1,7,I
2,4,4,3,2,8,7.320118,4,5,8,5,7,2,7,4,11,R
